ride_no,origin,destination,driver_netid,date,earliest_time,latest_time,seats_available,gas_price,comments
1892,"Tulsa, OK","Indianapolis, IN",cpb397,2021-04-17,08:52:36,13:33:18,4,163.08,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
1893,"Indianapolis, IN",city,erl165,2021-03-19,05:18:18,15:17:03,4,193.22,
1894,"Boston, MA","Tucson, AZ",prm991,2021-01-28,09:08:59,15:58:41,1,115.21,
1895,"Winston-Salem, NC","Memphis, TN",sxj533,2020-08-14,08:14:23,16:35:24,1,39.15,
1896,"Baltimore, MD","Milwaukee, WI",rlz134,2021-01-02,10:59:32,22:01:35,2,131.1,Etiam vel augue.
1897,"Denver, CO","Wilmington, NC",buj971,2020-06-18,02:25:31,19:26:59,4,20.3,Duis mattis egestas metus.
1898,"Wichita, KS","Boca Grande, FL",ecs194,2020-08-09,00:45:22,23:51:23,4,180.74,
1899,"Boca Grande, FL","Boston, MA",rwd662,2021-01-27,02:58:26,17:50:19,4,114.76,Suspendisse potenti.
1900,"Concord, NC","Minneapolis, MN",hes507,2020-12-05,07:46:40,16:57:11,3,15.95,Curabitur convallis.
1901,"Houston, TX","Greenville, NC",dxr213,2020-06-21,07:40:45,17:02:07,4,167.37,
1902,"Long Beach, CA","Jacksonville, FL",hpo663,2021-02-04,07:13:17,16:31:58,3,171.74,
1903,"Wichita, KS","Tulsa, OK",aum274,2020-08-09,02:22:06,19:25:38,2,174.09,
1904,"High Point, NC","Tulsa, OK",thm990,2020-12-06,08:43:19,15:03:05,4,9.86,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
1905,"San Jose, CA","Louisville, KY",fyz039,2020-12-19,03:57:49,21:12:43,4,44.26,
1906,"High Point, NC","Virginia Beach, VA",buj971,2021-04-14,11:53:59,18:52:19,2,2.9,
1907,"Mesa, AZ","Fresno, CA",rgn082,2020-10-18,02:52:26,22:33:54,3,179.24,
1908,"Winston-Salem, NC","Wilmington, NC",ryq265,2020-06-14,08:18:31,20:20:25,4,95.37,
1909,"El Paso, TX","Miami, FL",mwr708,2021-01-07,00:18:26,15:55:53,4,165.26,Nam tristique tortor eu pede.
1910,"Winston-Salem, NC","Indianapolis, IN",fha297,2020-09-05,09:40:49,20:01:30,4,14.62,
1911,"Seattle, WA","Austin, TX",ywu312,2020-12-18,02:08:00,14:07:21,3,118.16,Maecenas tincidunt lacus at velit.
1912,"Washington, DC","Virginia Beach, VA",bta752,2021-02-23,07:26:55,19:38:16,4,163.28,
1913,"Aspen, CO","Seattle, WA",jqc763,2020-09-02,00:30:45,15:31:02,4,29.92,
1914,"El Paso, TX","Charlotte, NC",uiz435,2021-01-20,02:47:08,20:33:48,3,48.5,In congue.
1915,"Tucson, AZ","Wichita, KS",hyi594,2020-09-17,07:39:23,21:47:10,4,148.37,
1916,"San Diego, CA","Kansas City, MO",sme550,2020-07-22,05:26:02,12:53:30,3,168.91,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
1917,"Denver, CO","Tucson, AZ",uaw907,2020-05-18,01:05:22,23:32:25,4,3.68,Vivamus in felis eu sapien cursus vestibulum.
1918,"Detroit, MI","Denver, CO",kmc405,2020-07-27,05:06:58,17:13:27,4,85.35,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
1919,"Tulsa, OK","Nashville, TN",uqm164,2021-04-24,00:33:26,16:19:45,4,128.9,Vestibulum rutrum rutrum neque.
1920,"Detroit, MI","Washington, DC",xau586,2020-05-16,02:02:22,15:56:29,1,104.53,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
1921,"Boston, MA","Albuquerque, NM",qip466,2021-04-22,07:21:19,22:09:03,4,113.79,
1922,"Colorado Springs, CO","Durham, NC",mem20,2020-09-13,00:40:01,17:00:44,4,183.32,
1923,"Cary, NC","Detroit, MI",btc788,2021-03-27,05:07:21,17:49:52,4,196.78,
1924,"Charlotte, NC","Tucson, AZ",uwp212,2020-09-20,02:53:48,16:59:18,1,107.6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
1925,"Tucson, AZ","New Orleans, LA",inl841,2021-01-31,08:12:23,17:23:45,4,188.83,
1926,"Los Angeles, CA","Long Beach, CA",chi458,2021-02-16,09:19:07,16:50:28,4,3.79,Nulla suscipit ligula in lacus.
1927,"Tulsa, OK","Sacramento, CA",ctp844,2020-09-25,10:37:29,19:48:53,4,144.25,
1928,"Durham, NC","El Paso, TX",hyi594,2021-01-15,01:15:12,18:42:58,1,133.84,Sed accumsan felis.
1929,"Houston, TX","Charlotte, NC",bup478,2021-01-07,02:02:52,23:49:55,4,162.12,Integer non velit.
1931,"Wilmington, NC","Asheville, NC",klf740,2021-01-26,08:47:01,18:43:06,3,89.86,
1932,"Durham, NC","San Francisco, CA",dtz601,2021-04-21,07:44:14,18:32:32,2,117.52,Etiam pretium iaculis justo.
1933,"Greenville, NC","Columbus, OH",uxc452,2020-11-03,01:33:43,19:39:25,3,159.48,
1934,"Durham, NC","Cary, NC",pfe244,2020-08-30,02:51:13,18:15:41,1,139.03,
1935,"New York, NY","Denver, CO",qvt816,2020-05-01,01:17:28,19:16:15,4,177.79,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
1936,"Memphis, TN","Fresno, CA",qep176,2021-02-16,05:58:32,17:30:00,3,56.9,Nulla suscipit ligula in lacus.
1937,"San Francisco, CA","San Diego, CA",twm607,2020-07-05,10:36:04,20:14:48,2,7.91,
1938,"Tulsa, OK","Houston, TX",wcr650,2020-06-17,05:39:36,19:23:23,4,65.64,Maecenas ut massa quis augue luctus tincidunt.
1939,"Aspen, CO","San Francisco, CA",opl631,2020-09-22,02:25:44,14:04:12,4,149.28,Aliquam quis turpis eget elit sodales scelerisque.
1940,"San Antonio, TX","Cary, NC",oug398,2020-07-15,11:08:25,18:26:07,4,114.75,
1941,"Boca Grande, FL","Detroit, MI",hgr149,2020-05-18,01:03:40,18:07:55,3,74.17,
1942,city,"San Francisco, CA",mug188,2021-02-27,08:02:51,14:45:57,4,81.77,
1943,"Wichita, KS","Denver, CO",hbp614,2020-10-29,08:01:46,17:04:24,4,88.51,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
1944,"Mesa, AZ","Virginia Beach, VA",hkx288,2021-02-27,01:54:28,22:49:03,4,6.19,
1945,"Greenville, NC",city,fta103,2020-07-08,02:15:50,22:29:46,4,147.1,Vivamus vel nulla eget eros elementum pellentesque.
1946,"Albuquerque, NM","New York, NY",wdz177,2020-09-17,07:16:13,21:28:25,3,16.76,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
1947,"Louisville, KY","Minneapolis, MN",zhb791,2021-02-19,03:09:47,15:51:22,4,160.69,Sed vel enim sit amet nunc viverra dapibus.
1948,"Virginia Beach, VA","Myrtle Beach, SC",thc351,2020-12-11,07:52:49,12:26:12,4,134.18,
1949,"Boston, MA","Austin, TX",dyb220,2020-10-01,00:55:33,19:00:42,4,38.7,
1950,"Charlotte, NC","Wilmington, NC",dyb220,2020-12-05,00:24:05,13:38:57,3,61.95,
1951,"San Francisco, CA","New Orleans, LA",gmo549,2020-12-14,07:40:35,14:19:51,3,102.99,Nullam molestie nibh in lectus.
1952,"Durham, NC","Oakland, CA",ekj109,2020-06-26,00:32:02,14:55:51,3,88.06,Pellentesque ultrices mattis odio.
1953,"Greenville, NC","Virginia Beach, VA",mem20,2020-06-13,02:21:05,18:24:12,4,176.71,
1954,"High Point, NC","Detroit, MI",nqj544,2020-10-08,01:17:56,19:52:36,4,148.66,Praesent blandit.
1955,"Detroit, MI","Fresno, CA",cgb569,2020-10-05,01:22:10,13:49:18,3,59.05,
1956,"Tucson, AZ","San Francisco, CA",tnp699,2020-04-27,05:31:57,14:55:20,1,125.45,Suspendisse ornare consequat lectus.
1957,"Cary, NC","Myrtle Beach, SC",pnx737,2020-06-29,01:37:08,15:42:51,4,106.99,Vivamus vestibulum sagittis sapien.
1958,"Nashville, TN","Denver, CO",wsr702,2020-07-31,01:50:04,14:47:34,4,118.07,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1959,"Houston, TX","Minneapolis, MN",ijn000,2021-01-17,05:26:07,19:55:38,4,104.9,
1960,"San Diego, CA","Jacksonville, FL",ezv756,2020-09-22,01:14:03,16:59:10,2,140.39,Etiam justo.
1961,"Myrtle Beach, SC","Wilmington, NC",eya942,2020-06-22,04:21:24,13:04:05,4,128.05,Nam dui.
1962,"Tulsa, OK","Greensboro, NC",ink427,2020-08-09,10:35:17,20:51:09,4,115.77,
1963,"Virginia Beach, VA","San Antonio, TX",qzy557,2021-01-09,07:03:43,12:36:49,4,163.6,
1964,"San Jose, CA","Greensboro, NC",yrh743,2021-04-01,11:31:58,23:43:43,4,149.86,Proin at turpis a pede posuere nonummy.
1965,"San Jose, CA","Tulsa, OK",jrg965,2020-05-31,00:22:58,19:52:47,4,183.77,
1966,"Mesa, AZ","Miami, FL",acu427,2021-02-27,09:34:43,20:26:28,1,112.5,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
1967,"Durham, NC","Long Beach, CA",wmx431,2020-10-30,06:52:04,16:10:33,4,113.92,
1968,"Milwaukee, WI","Detroit, MI",usd601,2021-03-24,00:40:12,17:17:37,1,141.82,Cras pellentesque volutpat dui.
1969,"Asheville, NC","Oakland, CA",pfe343,2021-01-09,00:33:03,18:12:39,2,125.03,Fusce posuere felis sed lacus.
1971,"San Antonio, TX","San Francisco, CA",opi654,2021-01-22,01:03:56,17:27:32,4,15.39,Sed sagittis.
1972,"Colorado Springs, CO","Houston, TX",gmo549,2020-11-08,07:32:10,15:17:02,3,7.38,Morbi non lectus.
1973,"Houston, TX","Milwaukee, WI",jic414,2020-04-25,04:10:05,15:44:01,4,78.67,Integer tincidunt ante vel ipsum.
1974,"Asheville, NC","Louisville, KY",eka025,2021-02-27,08:10:08,18:41:40,4,56.31,Vivamus vestibulum sagittis sapien.
1975,"Jacksonville, FL","Boca Grande, FL",fve453,2020-09-11,05:48:53,17:20:28,3,46.7,
1977,"Concord, NC","Greenville, NC",goq763,2021-03-21,07:46:19,23:15:09,4,150.69,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1979,"Las Vegas, NV","Nashville, TN",sui633,2020-11-27,01:37:18,16:13:29,1,174.41,
1980,"Dallas, TX","Greenville, NC",oiw648,2020-10-04,07:04:00,15:01:57,4,113.26,
1981,"Greenville, NC","Memphis, TN",mtc437,2020-08-21,06:46:49,16:42:49,4,121.65,
1982,"Denver, CO","Durham, NC",hyi594,2020-06-22,11:16:29,19:07:55,4,83.77,
1983,"Milwaukee, WI","Virginia Beach, VA",bnv264,2020-07-19,11:27:27,22:51:34,1,28.04,
1984,"New Orleans, LA","Wilmington, NC",zwt155,2021-01-02,09:37:58,12:12:20,4,49.15,
1985,"Winston-Salem, NC","Tucson, AZ",xbj545,2021-01-03,05:30:29,12:07:23,3,124.4,In hac habitasse platea dictumst.
1986,"Miami, FL","San Diego, CA",uwp212,2020-05-17,04:02:37,21:50:35,3,178.35,
1987,"Oakland, CA","Long Beach, CA",pfl609,2020-07-26,05:21:01,18:59:43,4,63.53,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1988,city,"Long Beach, CA",fyz039,2020-06-02,05:35:24,17:19:45,3,42.21,Morbi vel lectus in quam fringilla rhoncus.
1989,"Chicago, IL","Baltimore, MD",jvu377,2020-12-25,02:53:22,20:37:06,3,59.97,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1990,"Minneapolis, MN","Charlotte, NC",eoa417,2021-02-03,11:52:30,20:57:27,4,71.06,Nulla tempus.
1991,"Mesa, AZ","San Diego, CA",hre166,2020-05-15,01:15:01,12:08:27,4,1.97,Ut tellus.
1992,city,"Minneapolis, MN",vnk164,2020-06-10,00:22:12,22:06:37,3,173.08,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1993,"Greensboro, NC","Mesa, AZ",ekj109,2020-12-22,02:57:31,17:46:25,3,191.54,
1994,"Denver, CO","Wilmington, NC",pqn397,2021-03-24,08:27:43,14:24:50,3,16.88,
1995,"Seattle, WA","Arlington, TX",yxh637,2020-09-18,02:25:04,17:53:04,1,92.47,Vestibulum sed magna at nunc commodo placerat.
1996,"Boca Grande, FL","Chicago, IL",pty976,2020-10-24,08:27:42,13:02:52,1,185.83,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1997,"Denver, CO","Las Vegas, NV",xgo540,2021-04-14,06:17:31,18:06:37,1,34.98,
1998,"Fresno, CA","San Jose, CA",imv792,2021-03-02,02:32:19,12:33:16,4,124.95,Duis bibendum.
1999,"Oakland, CA","San Jose, CA",bpe908,2020-08-08,11:41:27,17:40:26,2,77.72,
2000,"Arlington, TX","Boston, MA",uiz435,2020-08-04,11:05:30,22:57:59,4,184.71,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
2001,"Sacramento, CA","Arlington, TX",ucz950,2020-09-06,03:34:56,23:03:02,2,184.39,
2002,"Austin, TX","Las Vegas, NV",dyr338,2020-12-20,06:41:48,22:05:59,2,150.63,Maecenas tincidunt lacus at velit.
2003,"Houston, TX","Virginia Beach, VA",zut426,2021-01-15,02:18:45,13:57:46,4,131.91,In hac habitasse platea dictumst.
2004,"Los Angeles, CA","Louisville, KY",dlc7,2021-04-09,05:54:10,21:35:16,3,8.52,In quis justo.
2005,"Mesa, AZ","High Point, NC",thm990,2021-02-01,10:17:37,17:34:31,1,64.56,
2006,"Tulsa, OK","Atlanta, GA",flg785,2020-05-05,07:41:13,23:20:33,2,142.48,
2007,"Concord, NC","Los Angeles, CA",gri955,2020-08-25,09:58:03,13:49:06,1,197.16,Vestibulum rutrum rutrum neque.
2008,"Tulsa, OK","Miami, FL",wry577,2020-08-09,06:16:33,23:42:02,3,146.72,Quisque porta volutpat erat.
2009,"Washington, DC","Colorado Springs, CO",yjo700,2020-06-14,09:26:10,23:39:55,4,173.35,Aenean fermentum.
2010,"Las Vegas, NV","Winston-Salem, NC",fza252,2020-09-30,11:01:27,16:46:31,2,26.35,
2011,"Wichita, KS","Long Beach, CA",pfo093,2020-05-14,10:59:33,17:16:37,4,145.52,
2012,"San Antonio, TX","El Paso, TX",lfq838,2021-02-17,10:48:00,19:39:25,2,150.67,Fusce posuere felis sed lacus.
2013,"Greensboro, NC","Myrtle Beach, SC",uhs586,2020-12-19,05:08:39,19:10:48,4,47.61,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
2014,"Los Angeles, CA","Oakland, CA",idy064,2020-08-05,05:49:05,16:30:04,3,14.74,Morbi vel lectus in quam fringilla rhoncus.
2015,"Albuquerque, NM","Nashville, TN",nwb640,2020-11-21,00:19:26,15:20:53,1,16.28,Nunc purus.
2016,"Atlanta, GA","Jacksonville, FL",erl165,2021-01-04,08:51:50,13:10:43,3,175.44,Vestibulum sed magna at nunc commodo placerat.
2017,"Kansas City, MO","Wichita, KS",byo010,2021-02-27,04:02:25,13:11:25,4,95.78,
2018,"Miami, FL","Oakland, CA",oxg579,2020-05-18,11:22:30,16:26:28,4,146.2,Nulla tempus.
2019,"San Diego, CA","Wilmington, NC",ejh365,2020-09-27,06:33:50,21:47:37,3,38.24,
2020,"Arlington, TX",city,xqs909,2020-06-08,01:42:24,23:16:32,4,71.68,Cras pellentesque volutpat dui.
2021,"Boston, MA","Dallas, TX",jfs111,2020-12-05,06:44:10,17:02:41,3,76.7,
2022,"Louisville, KY","New York, NY",fbt838,2021-04-23,01:45:26,17:22:52,4,99.91,Proin at turpis a pede posuere nonummy.
2023,"Greensboro, NC","San Antonio, TX",jdi233,2020-09-25,04:45:11,22:12:19,2,124.91,Donec dapibus.
2024,"Colorado Springs, CO","San Francisco, CA",ecs194,2020-08-23,03:19:42,20:24:58,4,123.9,Praesent lectus.
2025,city,"High Point, NC",xnq312,2020-10-08,00:17:03,12:29:03,4,129.95,Proin eu mi.
2026,"Nashville, TN","Mesa, AZ",hko498,2020-05-05,05:50:37,22:47:49,3,114.63,
2027,"Dallas, TX","Colorado Springs, CO",bzx854,2021-04-15,02:42:24,16:03:28,3,119.41,
2028,"Memphis, TN","Greenville, NC",dxf715,2020-04-26,08:39:10,19:00:05,4,51.24,Vivamus tortor.
2029,"Concord, NC","Long Beach, CA",shq326,2021-01-02,03:07:28,21:16:19,4,147.61,
2030,"Seattle, WA","Greenville, NC",ilq320,2020-06-29,07:23:19,19:08:40,3,153.79,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
2031,"San Francisco, CA","Charlotte, NC",jiv877,2021-03-24,10:59:09,20:49:32,4,28.02,Duis at velit eu est congue elementum.
2032,"Winston-Salem, NC","San Diego, CA",hga363,2020-05-31,05:05:54,18:10:20,4,44.55,
2033,"Indianapolis, IN","San Jose, CA",yfa750,2020-05-19,05:44:43,15:02:53,1,78.07,Nunc rhoncus dui vel sem.
2034,"Washington, DC","Greenville, NC",cxm587,2020-07-26,04:44:04,21:20:53,4,59.23,Nulla suscipit ligula in lacus.
2035,"High Point, NC","Virginia Beach, VA",aqx325,2021-01-21,06:48:58,14:48:13,2,4.09,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
2036,"Columbus, OH","Denver, CO",jot507,2021-04-13,06:17:41,13:31:51,1,43.79,
2037,"Aspen, CO","Minneapolis, MN",ixl685,2020-09-23,01:55:13,14:43:16,3,15.23,
2038,"Sacramento, CA","Aspen, CO",sme550,2020-09-05,04:27:01,13:33:25,4,189,Proin eu mi.
2039,"Jacksonville, FL","Memphis, TN",ejh365,2020-07-13,08:07:58,14:05:31,3,74.95,Ut tellus.
2040,"Mesa, AZ","Nashville, TN",fta504,2020-07-31,04:33:41,13:14:01,4,44.77,Morbi non lectus.
2041,"El Paso, TX","Long Beach, CA",gwn509,2020-11-03,08:32:29,13:25:16,4,193.33,
2042,"Myrtle Beach, SC","Boston, MA",wyj406,2020-04-28,04:04:50,16:00:26,3,75.08,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
2043,"Indianapolis, IN","San Antonio, TX",vez619,2021-03-30,07:06:06,15:57:56,3,93.67,Etiam justo.
2044,"New York, NY","Boston, MA",jrg965,2020-09-07,03:50:05,13:18:19,1,185.84,Vestibulum ac est lacinia nisi venenatis tristique.
2045,"Mesa, AZ","Nashville, TN",ynd923,2021-04-20,02:29:43,21:56:58,4,68.8,
2046,"Asheville, NC","Mesa, AZ",hgu505,2020-10-05,07:27:23,23:25:31,4,23.17,
2047,"Fresno, CA","Baltimore, MD",xgo540,2020-09-12,07:24:29,14:09:35,1,15.77,Quisque ut erat.
2048,"Seattle, WA","Cary, NC",tox558,2020-11-27,08:49:00,22:45:40,4,116.88,
2049,"Kansas City, MO","Las Vegas, NV",ctp844,2021-01-06,04:13:23,20:25:18,4,186.9,Nulla justo.
2050,"Detroit, MI","Los Angeles, CA",tam223,2021-02-18,07:03:48,18:17:08,4,84.04,
2051,"Myrtle Beach, SC","Washington, DC",xnr298,2020-05-30,11:08:06,15:48:30,4,29.91,
2052,"Wichita, KS","Jacksonville, FL",qei853,2020-05-21,04:15:13,13:40:55,2,67.05,Integer non velit.
2053,"Colorado Springs, CO","Aspen, CO",rjn401,2021-04-11,01:48:37,17:57:52,2,4.56,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
2054,"Wilmington, NC","Austin, TX",dtw112,2020-05-03,03:03:17,18:07:47,3,162.4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
2055,"Minneapolis, MN","New York, NY",xbz255,2020-07-19,11:26:36,17:14:51,4,100.14,Aenean fermentum.
2056,"Wichita, KS","Virginia Beach, VA",zpd175,2020-10-25,07:59:14,12:52:33,4,55.51,
2057,"Tulsa, OK","Virginia Beach, VA",ywg077,2021-01-19,02:19:40,14:38:32,3,17.01,Integer non velit.
2058,"Virginia Beach, VA","San Jose, CA",dmz815,2020-11-24,07:16:25,15:55:16,1,50.18,
2059,"Dallas, TX","New York, NY",pfl609,2021-02-01,10:33:27,18:46:53,2,169.01,
2060,"Asheville, NC","Durham, NC",ukd631,2020-04-30,01:10:21,18:35:28,4,74.94,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
2061,"Columbus, OH","Wilmington, NC",thc351,2020-09-11,03:57:05,23:29:25,4,144.37,
2062,"San Francisco, CA","Albuquerque, NM",mwr708,2020-05-05,07:02:47,15:07:39,4,16.76,Duis ac nibh.
2063,"Las Vegas, NV","Long Beach, CA",ogq674,2020-06-05,11:14:28,22:14:51,4,136.45,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
2064,"Baltimore, MD","Myrtle Beach, SC",xnr298,2020-05-17,06:06:12,22:34:25,4,40.54,
2065,"Wilmington, NC","Virginia Beach, VA",kjd959,2020-09-05,05:15:29,14:57:15,4,37.41,
2066,"Concord, NC","Nashville, TN",iwj650,2021-01-20,08:16:24,17:00:28,3,161.64,
2067,"Boston, MA","Durham, NC",wpj326,2020-05-10,07:37:25,12:05:16,3,162.66,
2068,"Cary, NC","Long Beach, CA",uhm791,2020-09-15,11:19:53,14:42:29,4,180.75,Integer non velit.
2069,city,"High Point, NC",kbv117,2020-11-05,06:17:46,20:26:55,1,190.95,Integer ac neque.
2070,"Detroit, MI","Arlington, TX",iwj650,2021-03-06,02:10:23,21:12:13,4,25.96,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
2071,"Denver, CO","New York, NY",ctp844,2020-05-26,07:09:45,19:29:53,1,173.92,
2072,"Las Vegas, NV","Arlington, TX",rab326,2020-08-19,00:51:50,14:34:56,4,143.15,In quis justo.
2073,"Minneapolis, MN","Asheville, NC",zwt155,2020-11-09,03:21:33,15:27:38,3,72.32,
2074,"Greensboro, NC","Oakland, CA",qwk040,2020-09-06,07:31:41,17:00:55,1,96.12,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
2075,"Nashville, TN","Cary, NC",qzn371,2021-03-16,05:26:00,20:31:24,3,90.6,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
2076,"Atlanta, GA","Seattle, WA",qsc258,2021-02-21,08:40:44,19:31:21,4,131.99,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
2077,"San Diego, CA","Minneapolis, MN",soi560,2020-09-05,07:16:17,16:39:04,1,118,Nam dui.
2078,"Denver, CO","High Point, NC",pqn397,2020-05-05,09:34:14,21:24:31,4,155.29,Nulla facilisi.
2079,"Aspen, CO","Cary, NC",gal16,2020-06-08,03:24:55,13:16:01,1,83.27,In congue.
2080,"Minneapolis, MN","San Diego, CA",gid136,2020-06-21,03:40:45,12:58:29,4,156.4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
2081,"New York, NY","Greensboro, NC",qbf253,2020-05-10,06:31:51,18:28:46,4,199.37,Integer ac leo.
2082,"Miami, FL","Atlanta, GA",leo398,2021-01-10,03:31:37,12:13:08,1,36.21,Nulla nisl.
2083,city,"Houston, TX",jru219,2020-06-16,07:48:06,19:15:35,1,173.33,Maecenas rhoncus aliquam lacus.
2084,"Concord, NC","Durham, NC",myh345,2020-05-10,06:37:55,18:50:31,4,24.61,Proin risus.
2085,"Oakland, CA","El Paso, TX",ore779,2020-12-04,09:47:23,23:08:05,2,141.7,Etiam pretium iaculis justo.
2086,"Aspen, CO","Long Beach, CA",qwi085,2020-04-30,03:22:52,19:31:11,4,185.25,Proin interdum mauris non ligula pellentesque ultrices.
2087,"Columbus, OH","Wilmington, NC",ksz028,2020-12-05,07:26:44,13:58:37,3,86.05,Integer a nibh.
2088,"Albuquerque, NM","Myrtle Beach, SC",eee12,2020-08-25,04:07:08,19:50:25,1,117.37,Pellentesque ultrices mattis odio.
2089,"Colorado Springs, CO","Louisville, KY",wmx431,2020-12-14,07:42:46,12:21:56,4,55.82,
2090,"Washington, DC","Charlotte, NC",vcr758,2020-09-11,05:45:18,21:36:37,4,169.53,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
2091,"Mesa, AZ","Fresno, CA",htl348,2021-04-07,00:22:32,12:15:29,4,81.21,
2092,"Boca Grande, FL","Miami, FL",xnr298,2021-03-19,10:41:22,17:30:18,2,182.51,
2093,"Miami, FL","San Jose, CA",dmz815,2021-01-17,02:21:50,18:20:54,1,2.03,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
2094,"Boca Grande, FL","Durham, NC",uch426,2020-08-14,08:22:54,16:53:51,4,132.3,
2095,"Nashville, TN","Houston, TX",pvw854,2020-09-19,02:18:51,15:52:55,3,20.37,Nulla mollis molestie lorem.
2096,"San Jose, CA","Miami, FL",lft607,2021-01-16,03:06:46,22:45:02,4,110.16,
2097,"Seattle, WA","Winston-Salem, NC",zhb791,2020-05-22,00:02:46,19:15:32,4,80.46,Phasellus in felis.
2098,"Chicago, IL","Milwaukee, WI",mko306,2021-01-25,05:31:14,20:21:07,1,68.24,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
2099,"Charlotte, NC","Boston, MA",jad547,2020-09-05,01:46:52,15:06:35,4,135.83,
2100,"Memphis, TN","Greenville, NC",hqy754,2020-09-13,00:38:36,18:30:26,1,74.66,Suspendisse accumsan tortor quis turpis.
2101,"Miami, FL","Arlington, TX",tsh397,2020-07-29,02:38:40,14:52:10,4,140.9,
2102,"Louisville, KY","High Point, NC",mxz323,2020-06-19,01:14:46,17:08:23,4,30.33,
2103,"Greenville, NC","Washington, DC",zod396,2021-02-04,00:55:32,15:48:54,4,174.88,Aliquam erat volutpat.
